Município,Código,Nome Município,Casos Total,Hepatite A,Hepatite B ,Hepatite C,Hepatite D,Hepatite A Total,Hepatite A 1999-2007,Hepatite A 2008,Hepatite A 2009,Hepatite A 2010,Hepatite A 2011,Hepatite A 2012,Hepatite A 2013,Hepatite A 2014,Hepatite A 2015,Hepatite A 2016,Hepatite A 2017,Hepatite A 2018,Hepatite A 2019,Hepatite A 2020,Tx Det Hep A 2008,Tx Det Hep A 2009,Tx Det Hep A 2010,Tx Det Hep A 2011,Tx Det Hep A 2012,Tx Det Hep A 2013,Tx Det Hep A 2014,Tx Det Hep A 2015,Tx Det Hep A 2016,Tx Det Hep A 2017,Tx Det Hep A 2018,Tx Det Hep A 2019,Tx Det Hep A 2020,Hep A M Total,Hep A M 1999-2007,Hep A M 2008,Hep A M 2009,Hep A M 2010,Hep A M 2011,Hep A M 2012,Hep A M 2013,Hep A M 2014,Hep A M 2015,Hep A M 2016,Hep A M 2017,Hep A M 2018,Hep A M 2019,Hep A M 2020,Tx Det M Hep A M 2008,Tx Det M Hep A M 2009,Tx Det M Hep A M 2010,Tx Det M Hep A M 2011,Tx Det M Hep A M 2012,Tx Det M Hep A M 2013,Tx Det M Hep A M 2014,Tx Det M Hep A M 2015,Tx Det M Hep A M 2016,Tx Det M Hep A M 2017,Tx Det M Hep A M 2018,Tx Det M Hep A M 2019,Tx Det M Hep A M 2020,Hep A F Total,Hep A F 1999-2007,Hep A F 2008,Hep A F 2009,Hep A F 2010,Hep A F 2011,Hep A F 2012,Hep A F 2013,Hep A F 2014,Hep A F 2015,Hep A F 2016,Hep A F 2017,Hep A F 2018,Hep A F 2019,Hep A F 2020,Tx Det F Hep A F 2008,Tx Det F Hep A F 2009,Tx Det F Hep A F 2010,Tx Det F Hep A F 2011,Tx Det F Hep A F 2012,Tx Det F Hep A F 2013,Tx Det F Hep A F 2014,Tx Det F Hep A F 2015,Tx Det F Hep A F 2016,Tx Det F Hep A F 2017,Tx Det F Hep A F 2018,Tx Det F Hep A F 2019,Tx Det F Hep A F 2020,Hepatite B Total,Hepatite B 1999-2007,Hepatite B 2008,Hepatite B 2009,Hepatite B 2010,Hepatite B 2011,Hepatite B 2012,Hepatite B 2013,Hepatite B 2014,Hepatite B 2015,Hepatite B 2016,Hepatite B 2017,Hepatite B 2018,Hepatite B 2019,Hepatite B 2020,Tx Det Hep B 2008,Tx Det Hep B 2009,Tx Det Hep B 2010,Tx Det Hep B 2011,Tx Det Hep B 2012,Tx Det Hep B 2013,Tx Det Hep B 2014,Tx Det Hep B 2015,Tx Det Hep B 2016,Tx Det Hep B 2017,Tx Det Hep B 2018,Tx Det Hep B 2019,Tx Det Hep B 2020,Hep B M Total,Hep B M 1999-2007,Hep B M 2008,Hep B M 2009,Hep B M 2010,Hep B M 2011,Hep B M 2012,Hep B M 2013,Hep B M 2014,Hep B M 2015,Hep B M 2016,Hep B M 2017,Hep B M 2018,Hep B M 2019,Hep B M 2020,Tx Det M Hep B M 2008,Tx Det M Hep B M 2009,Tx Det M Hep B M 2010,Tx Det M Hep B M 2011,Tx Det M Hep B M 2012,Tx Det M Hep B M 2013,Tx Det M Hep B M 2014,Tx Det M Hep B M 2015,Tx Det M Hep B M 2016,Tx Det M Hep B M 2017,Tx Det M Hep B M 2018,Tx Det M Hep B M 2019,Tx Det M Hep B M 2020,Hep B F Total,Hep B F 1999-2007,Hep B F 2008,Hep B F 2009,Hep B F 2010,Hep B F 2011,Hep B F 2012,Hep B F 2013,Hep B F 2014,Hep B F 2015,Hep B F 2016,Hep B F 2017,Hep B F 2018,Hep B F 2019,Hep B F 2020,Tx Det F Hep B F 2008,Tx Det F Hep B F 2009,Tx Det F Hep B F 2010,Tx Det F Hep B F 2011,Tx Det F Hep B F 2012,Tx Det F Hep B F 2013,Tx Det F Hep B F 2014,Tx Det F Hep B F 2015,Tx Det F Hep B F 2016,Tx Det F Hep B F 2017,Tx Det F Hep B F 2018,Tx Det F Hep B F 2019,Tx Det F Hep B F 2020
315790 Santa Margarida,315790,Santa Margarida,85,72,8,5,0,72,25,28,19,0,0,0,0,0,0,0,0,0,0,0,"190,3","128,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",34,14,11,9,0,0,0,0,0,0,0,0,0,0,0,"144,4","117,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",38,11,17,10,0,0,0,0,0,0,0,0,0,0,0,"239,6","140,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",8,4,0,0,0,0,0,0,0,1,1,0,2,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,3","6,3","0,0","12,4","0,0","0,0",6,4,0,0,0,0,0,0,0,1,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,6","0,0","0,0","12,4","0,0","0,0",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,6","0,0","12,5","0,0","0,0"
315800 Santa Maria de Itabira,315800,Santa Maria de Itabira,7,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,2,0,0,0,0,0,2,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","18,6","0,0","0,0","0,0","0,0","0,0","9,2","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,1,0,0,0,0,0,2,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","36,8","0,0","0,0","0,0","0,0","0,0","18,3","0,0"
315810 Santa Maria do Salto,315810,Santa Maria do Salto,11,8,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","37,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","19,1","0,0",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","36,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","37,0","0,0",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","39,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315820 Santa Maria do Suaçuí,315820,Santa Maria do Suaçuí,20,11,8,1,0,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,"67,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,"93,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"40,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",8,0,0,0,0,3,0,1,0,0,0,1,1,2,0,"0,0","0,0","0,0","20,8","0,0","6,8","0,0","0,0","0,0","6,8","6,8","13,7","0,0",4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","41,9","0,0","0,0","0,0","0,0","0,0","13,6","0,0","0,0","0,0",4,0,0,0,0,0,0,1,0,0,0,0,1,2,0,"0,0","0,0","0,0","0,0","0,0","13,6","0,0","0,0","0,0","0,0","13,7","27,5","0,0"
315830 Santana da Vargem,315830,Santana da Vargem,5,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","14,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","28,5","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","13,9","0,0","0,0","0,0","13,9","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","27,8","0,0","0,0","0,0","27,4","0,0","0,0","0,0","0,0","0,0"
315840 Santana de Cataguases,315840,Santana de Cataguases,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","26,1","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","52,5","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315850 Santana de Pirapama,315850,Santana de Pirapama,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","12,7","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,8","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315860 Santana do Deserto,315860,Santana do Deserto,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","25,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","48,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315870 Santana do Garambéu,315870,Santana do Garambéu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315880 Santana do Jacaré,315880,Santana do Jacaré,7,3,2,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,"0,0","42,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","20,9","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","42,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0,0","42,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","42,4","0,0","0,0","0,0",2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","21,0","0,0","0,0","20,9","0,0","0,0","0,0",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","41,6","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","42,4","0,0","0,0","0,0"
315890 Santana do Manhuaçu,315890,Santana do Manhuaçu,26,20,5,1,0,20,19,0,0,0,0,0,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","11,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","23,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,1,0,0,0,0,0,0,0,1,1,0,0,2,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,5","11,5","0,0","0,0","23,1","0,0",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","22,5","0,0","0,0","22,6","0,0",3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","23,5","0,0","0,0","0,0","23,6","0,0"
315895 Santana do Paraíso,315895,Santana do Paraíso,54,4,39,10,1,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,9","0,0","0,0",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,8","0,0","0,0",39,6,0,4,3,1,2,2,1,2,3,4,6,3,2,"0,0","16,2","11,0","3,6","7,0","6,6","3,2","6,3","9,2","12,1","17,7","8,7","5,7",22,5,0,1,1,1,1,1,1,1,2,4,2,1,1,"0,0","8,0","7,3","7,1","7,0","6,6","6,5","6,3","12,3","24,0","11,7","5,8","5,6",17,1,0,3,2,0,1,1,0,1,1,0,4,2,1,"0,0","24,7","14,7","0,0","7,0","6,7","0,0","6,3","6,2","0,0","23,7","11,6","5,7"
315900 Santana do Riacho,315900,Santana do Riacho,7,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"23,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"48,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",6,0,0,0,0,0,0,1,1,2,0,0,1,0,1,"0,0","0,0","0,0","0,0","0,0","24,0","23,9","47,5","0,0","0,0","23,4","0,0","23,2",4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","47,8","0,0","94,7","0,0","0,0","0,0","0,0","46,3",2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","47,9","0,0","0,0","0,0","46,9","0,0","0,0"
315910 Santana dos Montes,315910,Santana dos Montes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315920 Santa Rita de Caldas,315920,Santa Rita de Caldas,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","22,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315930 Santa Rita de Jacutinga,315930,Santa Rita de Jacutinga,6,3,2,1,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"0,0","34,1","0,0","0,0","0,0","0,0","0,0","0,0","20,2","0,0","0,0","0,0","0,0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,0","32,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"0,0","35,3","0,0","0,0","0,0","0,0","0,0","0,0","41,0","0,0","0,0","0,0","0,0",2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","20,1","0,0","0,0","0,0","0,0","20,2","0,0","0,0","0,0","0,0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","39,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","41,0","0,0","0,0","0,0","0,0"
315935 Santa Rita de Minas,315935,Santa Rita de Minas,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","14,5","0,0","0,0","0,0","0,0","13,9","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","29,4","0,0","0,0","0,0","0,0","28,3","0,0"
315940 Santa Rita de Ibitipoca,315940,Santa Rita de Ibitipoca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315950 Santa Rita do Itueto,315950,Santa Rita do Itueto,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","18,2","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","37,2","0,0",3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","17,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","36,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315960 Santa Rita do Sapucaí,315960,Santa Rita do Sapucaí,39,8,11,20,0,8,5,0,0,0,1,1,0,1,0,0,0,0,0,0,"0,0","0,0","0,0","2,6","2,6","0,0","2,5","0,0","0,0","0,0","0,0","0,0","0,0",3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","4,9","0,0","0,0","0,0","0,0","0,0","0,0",5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","5,2","5,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",11,5,0,1,0,0,0,0,0,0,0,2,2,1,0,"0,0","2,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,7","4,7","2,3","0,0",8,2,0,1,0,0,0,0,0,0,0,2,2,1,0,"0,0","5,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,4","9,3","4,6","0,0",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
315970 Santa Rosa da Serra,315970,Santa Rosa da Serra,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","29,9","29,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","63,1","62,9",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","30,0","0,0","0,0","0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","63,3","0,0","0,0","0,0"
315980 Santa Vitória,315980,Santa Vitória,24,7,9,8,0,7,4,0,0,0,0,0,1,0,2,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","5,3","0,0","10,4","0,0","0,0","0,0","0,0","0,0",5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","10,2","0,0","10,0","0,0","0,0","0,0","0,0","0,0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,9","0,0","0,0","0,0","0,0","0,0",9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","0,0","0,0","0,0","0,0",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,9","0,0","0,0","0,0","0,0","0,0"
